borrower_id,company_name,industry,years_in_business,revenue,revenue_growth,ebitda_margin,ebitda,total_debt,total_equity,debt_equity_ratio,cash_flow,annual_debt_service,dscr,collateral_value,collateral_coverage,bureau_score,existing_exposure,num_past_defaults,loan_amount_requested,cash_flow_stability,industry_risk,defaulted,optimal_limit,promoter_gender,region
BRW-00010,Company_10,Pharmaceuticals,35,121216671.0,0.00025192629987583204,0.10108940474734533,12253721.116844798,3574923.0,50167247.0,0.07126009782318536,2529320.0,5325732.0,0.4749242968057167,12478077.0,0.7862402999666552,754,2041930.0,0,15870563.0,0.6286935108006124,0.2,0,477277.0,Female,South
BRW-00011,Company_11,Financial Services,29,41644464.0,0.06939252863298759,0.18590686536576811,7741991.762077577,45793926.0,16113274.0,2.8419999038060233,1287350.0,1635656.0,0.7870537649397154,20255006.0,0.5167748168498799,697,2309453.0,3,39195032.0,0.9056971610305818,0.3,0,219913.0,Male,West
BRW-00012,Company_12,Retail,15,29431610.0,0.31919609618244715,0.26213133125019705,7714947.110136612,56004730.0,44178535.0,1.2676909438556316,701935.0,8517680.0,0.0824091674717567,4713731.0,0.2437031278346517,824,936413.0,2,19342102.0,0.9105580916046879,0.5,0,31587.0,Male,Central
BRW-00013,Company_13,Real Estate,33,6272648.0,0.0795919707336331,0.1720013428533013,1078903.8792460747,15108692.0,3933538.0,3.840992043043173,2403327.0,872927.0,2.753178956340042,5101875.0,0.1922827525720521,636,11365877.0,1,26533190.0,0.761322524833043,0.55,1,535960.0,Non-Binary,Central
BRW-00014,Company_14,Financial Services,7,406639805.0,0.2011934823739162,0.27286821549589235,110959077.93994765,4056536.0,5927736.0,0.6843313055218205,7972626.0,8742484.0,0.9119404837411789,3456379.0,0.1638875069772576,726,518435.0,1,21089947.0,0.6850322079050908,0.3,0,916091.0,Male,Central
BRW-00015,Company_15,Financial Services,12,24517471.0,-0.012618445407509352,0.2541404139242301,6230880.228315308,2266004.0,3099786.0,0.7310192603556309,241323.0,1156794.0,0.20861345355054267,1031146.0,0.3887977256102619,529,865480.0,0,2652139.0,0.8162393758216112,0.3,0,19703.0,Female,West
BRW-00016,Company_16,Healthcare,30,749343986.0,0.18740260150463903,0.15396200863007684,115370505.23942818,48953015.0,22745299.0,2.1522255147217226,1550484.0,1866653.0,0.8306220649354407,16565199.0,1.30098594150982,668,2943113.0,0,12732803.0,0.9022662427598653,0.25,0,753973.0,Male,West
BRW-00017,Company_17,Energy,21,435216461.0,-0.0023379039707952243,-0.029661596373701943,-12909215.001372993,1293900.0,10007743.0,0.12928987791853988,72830405.0,2568258.0,28.357889527497033,4356606.0,0.20983009738547898,712,3855030.0,0,20762540.0,0.7713053654265258,0.45,0,21630630.0,Non-Binary,West
BRW-00018,Company_18,Retail,31,1676927.0,-0.20446335640895086,0.11957664655753064,200521.3071817802,7603845.0,9567952.0,0.794720145468942,2447395.0,1886070.0,1.297615519246094,20473815.0,5.9963879007415155,674,7881246.0,0,3414357.0,0.8318518523233596,0.5,0,1905467.0,Non-Binary,North
BRW-00019,Company_19,IT Services,24,9043719.0,0.07886256681184374,0.389135668057161,3519233.63478624,308337899.0,32696658.0,9.430257048587135,4102162.0,2856844.0,1.4359063932414955,6758894.0,1.3581580684474979,611,3071092.0,1,4976514.0,0.8268798155570364,0.2,0,3839994.0,Male,West
BRW-00020,Company_20,Financial Services,20,5099094.0,0.00945452860940571,0.22080715808468396,1125916.4549466635,4074747.0,8305433.0,0.49061217029718135,51551570.0,196918.0,261.7907362925873,22346797.0,5.614685650625543,644,1894473.0,3,3980061.0,0.7242550621058662,0.3,0,129909956.0,Female,East
BRW-00021,Company_21,Automotive,37,22469983.0,-0.16371720390958933,0.10325398424758891,2320115.2707255906,1319090.0,53522145.0,0.02464568591849811,5278502.0,1677365.0,3.1468993648374894,679850.0,0.03533096227592824,619,9670259.0,0,19242328.0,0.6400371652696737,0.45,0,1567715.0,Male,North
BRW-00022,Company_22,Energy,4,31983990.0,0.10872392775097608,0.21007818931294792,6719138.706203433,628954.0,19438945.0,0.032355355069148294,5462422.0,1800354.0,3.034080500790122,1592700.0,0.19209259232010753,690,12883500.0,3,8291313.0,0.7544928942005245,0.45,0,1622339.0,Male,East
BRW-00023,Company_23,IT Services,28,34102788.0,-0.05402897274299821,0.2611972881993362,8907555.745636864,327175288.0,9441473.0,34.65298829398884,834660.0,182814.0,4.5655991029182506,2513395.0,0.3898437240681438,762,255329.0,3,6447185.0,0.7093391212096275,0.2,0,468557.0,Male,Central
BRW-00024,Company_24,Automotive,20,117411218.0,0.5438961917694023,0.10331212686580399,12130002.64948457,14990701.0,2276332.0,6.585460475246811,5226409.0,4286429.0,1.219291811600796,53520814.0,21.698662382137957,672,16261574.0,2,2466548.0,0.7190185529675654,0.45,0,4205862.0,Female,South
BRW-00025,Company_25,Retail,24,226980383.0,-0.1396663350120501,0.3282460672946276,74505418.07277834,2413013.0,32473312.0,0.07430757065039838,3197259.0,664225.0,4.813510762902988,16267378.0,1.9582798692134908,844,2002231.0,0,8306972.0,0.7570988326050745,0.5,0,5635015.0,Male,Central
BRW-00026,Company_26,Manufacturing,32,103102235.0,-0.10193874136752094,0.23948376253963802,24691311.164045956,6691142.0,20573672.0,0.3252283634526514,13090145.0,6142824.0,2.130964987607493,5984797.0,1.1880594093526573,718,35930960.0,0,5037455.0,0.8412346490459044,0.4,0,11930577.0,Female,West
BRW-00027,Company_27,Automotive,36,10413329.0,0.2104326659971686,0.04801094721931923,499953.78899640625,3287264.0,21796984.0,0.15081278442867213,22208466.0,2198184.0,10.103092323894487,4340970.0,0.38299578710545473,536,1232713.0,0,11334249.0,0.8177720352814164,0.45,0,8420691.0,Male,South
BRW-00028,Company_28,Construction,34,7474174.0,0.06004671790398666,0.28276395438508484,2113426.996002187,542892.0,22647416.0,0.023971475422561433,3421083.0,995362.0,3.437020463891063,21728879.0,7.668489247327007,726,735450.0,1,2833527.0,0.8395036705283543,0.5,0,6157949.0,Male,Central
BRW-00029,Company_29,Energy,36,24255228.0,0.20738034638933273,0.13084639382427654,3173709.1151856193,28981729.0,7764687.0,3.7325039975849643,5798698.0,6620162.0,0.8759146866927596,3672157.0,0.3458961813262479,695,8641110.0,2,10616355.0,0.6288756662312808,0.45,0,579765.0,Female,North
BRW-00030,Company_30,Automotive,2,45771825.0,0.1370586580846851,0.15850434884332734,7255033.316995732,9348432.0,12217148.0,0.7651893252672943,191988.0,14566581.0,0.013180030840453855,26786307.0,4.675573940807696,810,79894581.0,2,5728987.0,0.6606834653213449,0.45,0,63356.0,Female,West
BRW-00031,Company_31,Telecom,15,18351337.0,-0.007346069189677298,0.05808375636382665,1065914.5872584775,25583948.0,8450519.0,3.027499846163313,114293.0,2076529.0,0.05504037986448546,6442791.0,2.528860680494798,698,286608.0,0,2547704.0,0.7472284195020727,0.35,0,44574.0,Female,Central
BRW-00032,Company_32,Manufacturing,34,3209972.0,-0.1268638589619448,0.25577356952277963,821025.996508176,8973853.0,65665050.0,0.1366610223145947,16848771.0,10322776.0,1.6321936432415425,61807557.0,26.227795348063516,679,11496917.0,0,2356566.0,0.6307147851590298,0.4,0,19800329.0,Female,South
BRW-00033,Company_33,Pharmaceuticals,36,67193647.0,0.24066246210920478,0.16213617279654943,10894520.760822345,10819578.0,10531230.0,1.0273801799618678,77471.0,1605022.0,0.048267844136812996,2154467.0,0.7866859802341435,865,7575924.0,1,2738661.0,0.6397569573982077,0.2,0,14627.0,Female,East
BRW-00034,Company_34,Pharmaceuticals,6,13410222.0,-0.11326752783839493,0.2608508345400731,3498067.6000676476,311068.0,6968508.0,0.04463910429045869,5341432.0,6291979.0,0.8489270468119733,7334050.0,1.014542132538084,531,3112922.0,0,7228925.0,0.6253069600868577,0.2,0,2208205.0,Male,Central
BRW-00035,Company_35,Construction,39,12816333.0,0.16383589417462419,0.11388211331213166,1459551.0869520123,34683396.0,71307844.0,0.4863896251527444,2519364.0,1275728.0,1.9748426193964392,2239115.0,0.22326312156865247,672,73294483.0,1,10029040.0,0.8723791498205635,0.5,0,447781.0,Male,North
BRW-00036,Company_36,Automotive,12,22255083.0,0.21784981358852729,0.10015160545559058,2228882.291997421,1736766.0,62580575.0,0.027752477062531353,20728684.0,17735346.0,1.1687780340582004,102185797.0,8.780027507130038,721,185365.0,2,11638436.0,0.6988739367826369,0.45,0,15989972.0,Female,South
BRW-00037,Company_37,Automotive,3,16854894.0,0.06096232939550589,0.09042755140826994,1524146.7936659406,2550690.0,19455671.0,0.1311026419442104,3101006.0,7222912.0,0.42932899787108053,9168524.0,0.758611000422309,668,17342446.0,2,12085935.0,0.7367714250267743,0.45,0,388155.0,Female,Central
BRW-00038,Company_38,Healthcare,18,13939658.0,0.03437786964682955,0.2275238615451514,3171604.816778762,4025628.0,12536538.0,0.3211115922823676,48806814.0,3486517.0,13.998727096776785,1961027.0,0.4711880069526305,531,14066333.0,1,4161877.0,0.6931592767578876,0.25,0,31046200.0,Female,East
BRW-00039,Company_39,Automotive,21,3540619.0,-0.06755891569915302,0.09835802105967162,348248.2781662735,405135.0,9290850.0,0.04360580101865803,2407627.0,94784.0,25.40092841694361,2296371.0,0.08967508265683712,732,19700124.0,0,25607681.0,0.8578172226285995,0.45,0,715065.0,Female,West
BRW-00040,Company_40,Agriculture,15,20411904.0,0.14941140750564527,0.15562648215283043,3176632.813561288,3708601.0,13897661.0,0.26685071201184773,18247221.0,3397600.0,5.3706191515719475,19212562.0,3.364570456285943,663,16290349.0,0,5710256.0,0.7068168249965958,0.6,0,26275998.0,Male,West
BRW-00041,Company_41,Real Estate,33,69332941.0,-0.37688932466224173,0.11778876152324014,8166641.253153878,3340810.0,5128614.0,0.6514058863845307,345465.0,450485.0,0.7668717784792424,580846.0,0.04167270519096899,689,4653089.0,0,13938283.0,0.8065600196609646,0.55,0,21459.0,Male,West
BRW-00042,Company_42,Telecom,35,35925791.0,0.18735895085852156,0.23281007098772113,8363885.953000033,5041679.0,26167803.0,0.19266725629708936,103460.0,3029486.0,0.03415099652185337,6801607.0,0.9019689307987275,800,2068611.0,0,7540843.0,0.6580678712927949,0.35,0,18197.0,Female,South
BRW-00043,Company_43,Healthcare,26,100150254.0,0.0979214511463571,-0.028236293592517364,-2827871.9753091866,692616.0,106430586.0,0.006507678098214379,3133565.0,9184235.0,0.34118951211619564,2474024.0,0.1912326035285706,724,1308561.0,0,12937249.0,0.6716219961933794,0.25,0,211516.0,Male,East
BRW-00044,Company_44,Retail,8,8098444.0,0.046577645042047665,0.2096439444268006,1697789.7438795567,35732219.0,28778636.0,1.2416230483743897,399954.0,4532555.0,0.08824027767114184,6993790.0,0.9751744149161268,650,7893712.0,0,7171834.0,0.876024836199379,0.5,0,58504.0,Male,East
BRW-00045,Company_45,Healthcare,36,3551612.0,0.11634534119957715,0.38776118269149684,1377177.2695813125,16144417.0,3898555.0,4.1411273815228,2987986.0,5556366.0,0.5377589349299642,10343503.0,0.7852400422732091,731,3238559.0,1,13172408.0,0.885650653258844,0.25,0,567781.0,Male,Central
BRW-00046,Company_46,Agriculture,30,16705107.0,-0.1260334587898193,0.3283231330480437,5484673.068142806,2431307.0,25295091.0,0.09611773699024301,1758913.0,1267265.0,1.3879588026507457,7666169.0,0.8691116743068432,666,2382996.0,0,8820694.0,0.6987938975502969,0.6,0,509223.0,Male,West
BRW-00047,Company_47,Retail,23,9613175.0,-0.28194890321138244,0.10600162536318333,1019012.1749007199,3714224.0,18503052.0,0.2007357380427976,8102757.0,318214.0,25.46315227126314,5961144.0,0.29728391993166975,675,1424666.0,1,20052022.0,0.7573337868451437,0.5,0,2187744.0,Female,South
BRW-00048,Company_48,Telecom,14,11234473.0,0.15028626049309424,0.23935221313979807,2688995.9760093065,31240394.0,25029202.0,1.248157761955105,662277.0,785647.0,0.8429691159399629,11391453.0,2.9068171350196166,760,1773656.0,0,3918874.0,0.7549779312612829,0.35,0,435458.0,Male,West
BRW-00049,Company_49,Agriculture,14,33185533.0,0.2774819258277034,0.2160678567407886,7170326.990110712,6039232.0,5479462.0,1.1021576384401173,6180940.0,1334832.0,4.630496848669459,122651304.0,81.02411275741315,648,10485852.0,2,1513762.0,0.6866196367892259,0.6,0,8900554.0,Non-Binary,West
BRW-00050,Company_50,IT Services,2,11357390.0,-0.18091029579051054,0.3563270475794565,4046945.2469084435,1382213.0,14709863.0,0.09396504277673812,11946203.0,1949585.0,6.12755887660252,60058464.0,17.88900313467672,744,3361585.0,1,3357283.0,0.6507602224423734,0.2,0,34405065.0,Female,Central
BRW-00051,Company_51,Real Estate,37,3703901.0,-0.07787201154946193,-0.1,-370390.10000000003,7838924.0,42275517.0,0.1854246706095949,2401112.0,9092437.0,0.2640779073775372,5354375.0,0.2069053315197732,681,20051727.0,0,25878380.0,0.8663626347869491,0.55,0,97245.0,Male,Central
BRW-00052,Company_52,Telecom,5,10443684.0,0.1928487339541155,0.3135440842722197,3274555.3362084324,1737982.0,4057196.0,0.42837012844089156,6698181.0,4764454.0,1.4058650989462593,26364377.0,3.4628190311521854,659,429504.0,0,7613558.0,0.7555611586233074,0.35,0,7345056.0,Male,Central
BRW-00053,Company_53,Automotive,38,40228612.0,0.1338334639920279,0.14789787926833547,5949726.400708712,3073078.0,8546669.0,0.3595643683446301,753246.0,28450329.0,0.02647582646668773,24495928.0,2.5142009767600975,659,8292082.0,0,9743026.0,0.6598658516777729,0.45,0,248571.0,Male,North
BRW-00054,Company_54,IT Services,14,66135809.0,0.5244662684460062,0.09081252726594988,6005959.958068153,8236317.0,10371535.0,0.7941270222655545,1841363.0,596274.0,3.0881103517672215,5032339.0,1.6242263900288514,650,720602.0,0,3098298.0,0.6445220400817491,0.2,0,4306738.0,Female,North
BRW-00055,Company_55,Construction,39,65145525.0,0.24134862032388477,0.08738375654464493,5692660.6965730805,43263384.0,48546883.0,0.8911670623391607,436653.0,8014487.0,0.054482956366021136,8472595.0,0.8929663392616429,707,20051254.0,3,9488145.0,0.8494067140815191,0.5,0,58487.0,Male,South
BRW-00056,Company_56,Telecom,25,45658924.0,0.20531367078395724,0.024011242054646387,1096327.4761187031,184837407.0,58060672.0,3.1835216067853707,109141831.0,5668456.0,19.254239910437708,19900873.0,6.2281938279116,678,20870254.0,0,3195287.0,0.9135461501908706,0.35,0,255391885.0,Male,South
BRW-00057,Company_57,Construction,20,18771678.0,-0.03456830499923237,0.10630579110312771,1995538.0801231782,68608256.0,1471571.0,46.622425542209285,20649276.0,1723944.0,11.9779204092938,2971235.0,0.8027349185035892,809,394203.0,3,3701389.0,0.868511861142777,0.5,0,14918305.0,Male,Central
BRW-00058,Company_58,Retail,2,44338820.0,0.15872086945860236,0.050431913528232536,2236091.536183867,7978138.0,48496905.0,0.1645081853262969,39435576.0,625834.0,63.012736583923875,6194085.0,1.042465847257792,629,1036786.0,0,5941762.0,0.6190751700949154,0.5,0,36999217.0,Female,East
BRW-00059,Company_59,IT Services,39,22668719.0,0.3043120493713055,0.20162606046087822,4570604.507664659,262569063.0,60294178.0,4.354799540433248,20209400.0,947351.0,21.33251420802405,6605936.0,0.476342507858718,743,1105475.0,0,13868037.0,0.7881321006476749,0.2,0,13862299.0,Female,South
BRW-00060,Company_60,Real Estate,6,28620798.0,0.05534138523906418,0.25079251587940565,7177881.936896262,20530128.0,55819002.0,0.36779818514494067,1208948.0,894243.0,1.3519218468337502,5929676.0,0.38428627820178674,791,21722742.0,0,15430360.0,0.8034991733053913,0.55,0,169581.0,Female,North
BRW-00061,Company_61,Automotive,17,5903228.0,0.0624178139394302,0.1492111908433966,880827.6797000824,2044098.0,7759646.0,0.2634266739195739,327164.0,15445083.0,0.021182403410690418,5589771.0,0.35253826915539027,838,1340936.0,1,15855784.0,0.9454204779430264,0.45,0,19031.0,Female,North
BRW-00062,Company_62,Automotive,25,25798127.0,0.10120302899103992,0.3599667847507398,9286468.828781249,10240129.0,11119798.0,0.9208915556836954,1730447.0,5356924.0,0.3230299098830019,17249185.0,9.500636710432246,635,9202752.0,0,1815581.0,0.9321448609775271,0.45,0,571048.0,Male,West
BRW-00063,Company_63,Agriculture,28,42627040.0,-0.01967480222083523,0.11418944574516737,4867558.07135708,3317178.0,2233531.0,1.485171468329086,6668865.0,5602859.0,1.190260866771613,9246306.0,1.0474923380725714,781,1212526.0,3,8827086.0,0.7159564246838467,0.6,0,1995520.0,Female,Central
BRW-00064,Company_64,Automotive,2,40293107.0,0.12034452711849711,0.14293650931240887,5759356.063931387,1367016.0,1185952.0,1.1526729980024504,2115117.0,2202731.0,0.9602243940706359,23184741.0,3.176521047889621,716,16406294.0,3,7298783.0,0.7435605259462512,0.45,0,1340451.0,Male,East
BRW-00065,Company_65,Financial Services,35,3501568.0,0.1165958207413522,0.12324712284858913,431558.1814586885,1526769.0,9494115.0,0.16081212826976202,114440.0,1506719.0,0.07595306360836784,389428725.0,202.8310527373922,784,19039733.0,3,1919965.0,0.7485650955266087,0.3,0,48065.0,Female,Central
BRW-00066,Company_66,Healthcare,37,27907085.0,0.3019979619770985,0.2518342648697274,7027960.235631996,7125203.0,16058718.0,0.44369684779962837,10025200.0,2972170.0,3.3730226154551675,3982652.0,0.44108160933212215,648,40018437.0,0,9029285.0,0.9113869933914349,0.25,0,5969607.0,Female,North
BRW-00067,Company_67,Manufacturing,5,2769468.0,0.05159113362339453,0.2639488203422266,730997.8115755457,27544377.0,18112690.0,1.5207225143961214,297356.0,2242178.0,0.13261920658430928,12317511.0,1.7806162726570298,690,2527742.0,0,6917554.0,0.8267785906521263,0.4,0,95306.0,Male,East
BRW-00068,Company_68,Real Estate,1,31343422.0,0.18120928190952595,0.23944402607653165,7504995.154695735,44114756.0,39246294.0,1.1240489325170695,1734952.0,1766948.0,0.9818913845277933,19055599.0,1.285754577240248,670,3282720.0,0,14820556.0,0.6656746514759482,0.55,0,591388.0,Male,South
BRW-00069,Company_69,IT Services,12,8435792.0,0.05606520770119232,0.16510696152750365,1392807.985198023,1373569.0,577005838.0,0.0023805114388105873,44708604.0,3078727.0,14.52177782512778,45713523.0,4.742941488585758,663,2653316.0,3,9638221.0,0.888781071629177,0.2,0,128760780.0,Female,West
BRW-00070,Company_70,Financial Services,36,311984609.0,0.17596391626733665,0.01912525691065331,5966785.79929472,5638406.0,9109343.0,0.6189694889116055,3518693.0,551799.0,6.376754258789417,17050373.0,3.3234489043091813,703,3400972.0,1,5130324.0,0.6410594621561472,0.3,0,8867106.0,Male,North
BRW-00071,Company_71,Real Estate,23,28885925.0,0.042491231631215355,0.1416671303027392,4092186.1008901517,18437294.0,4128056.0,4.466337068504626,16436065.0,2731636.0,6.016928676833708,1724976.0,0.07691619638632426,899,1726464.0,3,22426693.0,0.9074825948778839,0.55,0,3993964.0,Male,West
BRW-00072,Company_72,IT Services,31,80337417.0,0.16602094804178094,0.35737676566806376,28710726.249586523,11159346.0,28214924.0,0.3955121624459395,5499842.0,1735906.0,3.1682814805171016,3289918.0,3.4130470866997813,753,15959834.0,2,963923.0,0.8907977344566042,0.2,0,15839545.0,Non-Binary,Central
BRW-00073,Company_73,Energy,11,572949968.0,0.1892353743632672,0.30158854649219835,172795148.06187156,25186522.0,19128518.0,1.3167000539874518,719741.0,841096.0,0.8557169981583574,11069276.0,1.3283651387788347,671,1044424.0,1,8333006.0,0.782787513596195,0.45,0,269984.0,Female,East
BRW-00074,Company_74,Energy,10,7087883.0,-0.07999841995867134,0.21528604760240638,1525922.3169382869,4629500.0,7352672.0,0.6296349640464087,9761680.0,4276959.0,2.282387490179941,3152517.0,2.068785686770802,676,2631679.0,0,1523848.0,0.619145033443012,0.45,0,14704758.0,Female,Central
BRW-00075,Company_75,Construction,3,46432600.0,0.24535631310059014,0.1338657531457868,6215734.969517061,59971071.0,43707165.0,1.3721107197844857,2973237.0,17093678.0,0.17393780472887083,970296.0,0.271864779286525,745,4363957.0,3,3569038.0,0.8346583126491017,0.5,0,133796.0,Female,West
BRW-00076,Company_76,Real Estate,14,4078066.0,0.05502839195779678,0.17836578271985706,727387.4340732367,8829747.0,5529887.0,1.5967316155408573,351953.0,9190525.0,0.038295196597017404,2650935.0,0.17650769465244476,685,6822016.0,0,15018806.0,0.7196237022546829,0.55,0,14254.0,Male,North
BRW-00077,Company_77,Energy,16,40521591.0,0.009530495806077594,0.13439949131571427,5446081.217703425,27690119.0,12556135.0,2.2053057564843197,273623.0,1412486.0,0.19371718111387928,2672582.0,1.075464507943304,685,547860.0,0,2485048.0,0.7439650604038233,0.45,0,48555.0,Male,West
BRW-00078,Company_78,IT Services,10,341399499.0,-0.02650121675050328,0.3231662025700256,110328779.65113924,5019493.0,13455503.0,0.37304384882201364,5808912.0,4400712.0,1.319993373801018,1955085.0,0.9136218601747349,611,2260701.0,2,2139927.0,0.8976320772248049,0.2,0,3362593.0,Female,North
BRW-00079,Company_79,Construction,29,9418394.0,0.12473004171473615,0.07932396019279016,747104.3107360137,9699515.0,4698457.0,2.06440389591649,81166857.0,5455115.0,14.879034103032822,393317641.0,4.088520184133367,696,3379124.0,0,96200488.0,0.8631415845120428,0.5,0,146100343.0,Female,West
BRW-00080,Company_80,Automotive,10,6395266.0,0.07930674666447166,0.29084031387563725,1860001.170758191,810950.0,1882957.0,0.4306787511989115,650580.0,2287582.0,0.2843962383004245,14259632.0,6.247815070416796,497,10890580.0,1,2282338.0,0.6244465295746623,0.45,0,214691.0,Male,Central
BRW-00081,Company_81,IT Services,12,21067427.0,0.13562107783125293,0.11649569140094793,2454264.4744039983,2532879.0,19053093.0,0.13293793648422667,778048.0,1926482.0,0.40386964224444233,10568129.0,0.22828336289949858,558,2372889.0,0,46293907.0,0.8853096317214152,0.2,0,56019.0,Male,West
BRW-00082,Company_82,Construction,30,519681110.0,0.13853311764777188,0.338511219643439,175917886.3717562,6509703.0,75712860.0,0.08597882729593324,5936881.0,2995169.0,1.9821515974051556,35295246.0,4.718357779634776,671,2804583.0,0,7480408.0,0.7067465385857103,0.5,0,7060679.0,Male,South
BRW-00083,Company_83,Real Estate,1,76787957.0,0.17128769680252676,0.2312131108569608,17754382.41432054,10325141.0,46412632.0,0.2224640218106135,455481.0,40430484.0,0.011265781253922628,131884067.0,25.084814987125124,752,4017457.0,3,5257525.0,0.6123569310898934,0.55,0,122980.0,Female,Central
BRW-00084,Company_84,Financial Services,5,6215943.0,0.49644261742295875,0.09007351200661574,559891.8164429391,495859078.0,50292147.0,9.85957247242651,111671616.0,2700050.0,41.359076550776265,15871041.0,1.013308005061483,828,15772971.0,0,15662602.0,0.9081729027292027,0.3,0,142578755.0,Male,West
BRW-00085,Company_85,Agriculture,20,214236451.0,0.08595376359977763,0.14288251037975913,30610641.93373026,5011020.0,5616731.0,0.892159355297707,892243.0,433261.0,2.059361310246456,40887200.0,1.2089273974451713,732,150640.0,0,33821054.0,0.8102863034344399,0.6,0,533123.0,Non-Binary,West
BRW-00086,Company_86,Automotive,8,2017572.0,-0.03018600798588597,0.26539687280679913,535457.2994625593,1126966.0,18941834.0,0.05949613646196369,1546626.0,564925.0,2.7377497229725662,4184805.0,1.481474860129512,742,3832679.0,0,2824755.0,0.871623749445042,0.45,0,2070081.0,Non-Binary,East
BRW-00087,Company_87,Telecom,12,595456379.0,-0.22297199985073507,0.12010286117111287,71516014.82049057,114230293.0,2652487.0,43.065338278627465,977925.0,1614555.0,0.6056928344386939,2281943.0,0.4277516534082836,709,18887731.0,3,5334737.0,0.87245346890841,0.35,0,98813.0,Female,Central
BRW-00088,Company_88,Financial Services,1,87283851.0,-0.09929751972858795,0.18265637824574474,15942952.103001226,44824106.0,17942774.0,2.498170210572222,13284935.0,444071.0,29.916173503395846,34752938.0,1.676829630756178,767,945265.0,2,20725383.0,0.9083549546001117,0.3,0,28068482.0,Female,East
BRW-00089,Company_89,Retail,20,340299326.0,0.26530229761293656,0.11844669970212668,40307332.07555811,1567875.0,77558373.0,0.0202154186471212,83752311.0,1691250.0,49.52092326922497,33768652.0,2.849230938500055,717,1056750.0,1,11851847.0,0.7226570856029869,0.5,0,150754160.0,Male,Central
BRW-00090,Company_90,IT Services,28,2039679.0,0.18798867601596608,0.39109405778982553,797706.3366986936,17856767.0,80502963.0,0.22181502534490533,1138399.0,28638221.0,0.03975103622005584,29335431.0,1.0967910723901757,729,20508164.0,1,26746598.0,0.6887797715312509,0.2,0,299661.0,Male,North
